,Subject,Course,CRN,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor,Start time,End time,Day,Building
1955,PSYC,201,40681,Intro to Social Psych,9,6,5,6,11,2,3,4,0,0,0,0,0,0,3.3,"Albarracin, Dolores",660.0,710.0,MW,Materials Science & Eng Bld
1956,PSYC,210,37042,Behavioral Neuroscience,11,12,14,12,30,11,27,4,10,7,15,2,7,1,2.57,"Juraska, Janice M",600.0,650.0,MW,Bevier Hall
1957,PSYC,216,37050,Child Psych,0,69,0,0,61,0,0,32,0,0,8,0,7,3,3.0,"Baillargeon, Renee L",930.0,1010.0,TR,Wohlers Hall
1958,PSYC,216,37056,Child Psych,4,13,0,1,3,2,1,0,0,0,0,0,1,0,3.52,"Baillargeon, Renee L",570.0,650.0,TR,Allen Residence Hall
1959,PSYC,224,37061,Cognitive Psych,0,12,0,0,23,0,0,7,0,0,0,0,1,1,3.05,"Braverman, Michael B",840.0,890.0,MW,Psychology Building
1960,PSYC,230,37062,Perception & Sensory Processes,0,49,0,0,78,0,0,40,0,0,15,3,4,0,2.79,"Irwin, David E",1470.0,830.0,TR,Armory
1961,PSYC,235,37183,Intro to Statistics,3,8,6,6,4,1,1,1,1,0,2,2,3,0,2.9,"Wang, Michelle Y",660.0,1460.0,TR,David Kinley Hall
1962,PSYC,238,37215,Abnormal Psych,1,12,6,6,9,2,3,4,1,0,1,0,3,0,3.0,"Lyubansky, Mikhail",660.0,710.0,MW,Psychology Building
1963,PSYC,238,37216,Abnormal Psych,0,14,11,5,4,8,2,3,0,0,0,0,0,0,3.34,"Lyubansky, Mikhail",1440.0,1490.0,MW,Psychology Building
1964,PSYC,238,37213,Abnormal Psych,3,12,2,8,7,5,3,2,0,0,0,0,1,0,3.24,"Lyubansky, Mikhail",1440.0,1490.0,MW,Psychology Building
1965,PSYC,238,37214,Abnormal Psych,1,10,10,9,5,5,1,2,1,0,0,0,1,1,3.27,"Lyubansky, Mikhail",780.0,830.0,MW,Psychology Building
1966,PSYC,238,37217,Abnormal Psych,0,17,3,10,4,4,1,2,1,0,1,0,1,1,3.27,"Lyubansky, Mikhail",570.0,650.0,TR,Psychology Building
1967,PSYC,238,37218,Abnormal Psych,0,21,10,6,4,1,1,2,0,1,1,1,0,0,3.43,"Lyubansky, Mikhail",660.0,1460.0,TR,Psychology Building
1968,PSYC,238,37219,Abnormal Psych,3,5,10,7,10,2,2,0,1,1,2,0,3,0,2.98,"Lyubansky, Mikhail",1470.0,830.0,TR,Psychology Building
1969,PSYC,238,37220,Abnormal Psych,5,10,10,8,6,2,2,3,0,0,1,0,0,0,3.37,"Lyubansky, Mikhail",840.0,920.0,TR,Psychology Building
1970,PSYC,239,37221,Community Psych,1,23,11,13,11,4,2,0,4,0,1,0,3,0,3.23,"Allen, Nicole E",1440.0,1490.0,MW,Psychology Building
1971,PSYC,245,37222,Industrial Org Psych,12,27,12,14,23,4,10,12,7,5,8,1,9,1,2.78,"Newman, Daniel A",600.0,650.0,MW,National Soybean Res Ctr
1972,PSYC,248,39799,Learning and Memory,0,88,0,0,67,0,0,39,0,0,5,0,0,1,3.2,"Dell, Gary S",660.0,1460.0,TR,Library
1973,PSYC,250,37224,Psych of Personality,22,16,13,13,31,7,15,9,4,5,3,1,3,0,2.99,"Derringer, Jaime L",840.0,920.0,TR,Psychology Building
1974,PSYC,318,43429,Psych of the Infant,4,11,16,11,9,7,3,3,2,0,1,0,1,0,3.21,"Travis, Lisa L",1470.0,830.0,TR,Bevier Hall
1975,PSYC,321,37253,Human Memory,1,8,0,3,7,0,5,0,0,0,0,0,1,0,3.15,"Sahakyan, Lili",840.0,920.0,TR,Psychology Building
1976,PSYC,328,65367,Psychology of Gender,2,29,16,7,37,6,4,7,0,0,0,0,1,1,3.27,"Shenouda, Christine K",840.0,920.0,TR,Temple Hoyne Buell Hall
1977,PSYC,332,37292,Social Psych Methods Lab,34,26,26,9,22,8,1,8,3,1,0,0,0,1,3.46,"Cheng, Joey",900.0,1010.0,M,Psychology Building
1978,PSYC,350,37370,Personality Lab,0,21,4,5,2,1,2,0,1,1,0,0,3,1,3.29,"Amrhein, Rachel L",900.0,1010.0,T,Psychology Building
1979,PSYC,353,37372,Social Cognition,0,24,0,0,12,0,0,11,0,0,3,0,0,0,3.14,"Srull, Thomas K",840.0,890.0,MW,Psychology Building
1980,PSYC,361,39542,The Psychology of Aging,27,14,7,11,9,12,3,9,2,0,2,1,3,1,3.16,"Fabiani, Monica",900.0,1040.0,W,Psychology Building
1981,PSYC,363,37414,Developmental Child Psych Lab,1,27,3,2,2,0,0,1,0,1,1,0,1,0,3.59,"Hyde, Daniel",570.0,650.0,TR,Armory
1982,PSYC,365,65368,"Stress, Trauma and Resilience",21,23,18,7,9,1,0,0,0,0,0,0,0,1,3.73,"Uddin, Eva M",780.0,830.0,MW,Gregory Hall
1983,PSYC,379,54499,Clinical/Abnormal Psych Lab,0,25,9,11,7,13,6,6,8,3,0,0,4,0,2.92,"Berenbaum, Howard",600.0,710.0,W,English Building
1984,PSYC,396,64949,Prejudice and Discrimination,3,8,7,5,1,1,0,0,0,0,0,0,0,0,3.68,"Miller, Andrea L",660.0,1460.0,TR,Armory
1985,PSYC,396,48453,"Emotion, Cognition & The Brain",8,5,3,2,1,0,0,0,0,1,0,0,1,0,3.52,"Dolcos, Florin",1470.0,830.0,TR,Psychology Building
1986,PSYC,396,50862,Psy of Religion & Spirituality,0,19,8,2,6,4,2,3,0,0,0,0,0,0,3.44,"Todd, Nathan R",660.0,1460.0,TR,Psychology Building
1987,PSYC,396,65447,Psychology of Morality,0,7,2,2,5,2,4,1,0,0,0,0,0,0,3.2,"Laurent, Sean M",660.0,1460.0,TR,Lincoln Hall
1988,PSYC,407,50700,Statistical Methods II,1,28,1,0,0,0,0,1,0,0,0,0,1,0,3.8,"Koehn, Hans F",900.0,1010.0,MW,Psychology Building
1989,PSYC,413,43442,Psychopharmacology,7,25,14,6,19,9,6,11,5,5,7,4,4,3,2.81,"Gulley, Joshua M",570.0,650.0,TR,Psychology Building
1990,PSYC,414,37249,"Brain, Learning, and Memory",3,33,0,12,18,1,5,17,1,2,8,0,7,2,2.79,"Galvez, Roberto",930.0,1010.0,TR,Psychology Building
1991,PSYC,455,39536,Organizational Psych,4,14,9,10,22,12,6,8,4,0,0,0,1,0,3.04,"Newman, Daniel A",660.0,1460.0,TR,Psychology Building
1992,PSYC,465,37417,Personality and Soc Dev,5,9,4,8,10,2,6,3,1,0,2,0,0,1,3.14,"Bub, Kristen L",900.0,1040.0,W,Lincoln Hall
1993,PSYC,496,37462,IntroCounselingParaprofessProg,0,18,3,1,0,0,0,0,0,0,0,0,0,0,3.92,"Hunter, Carla D",900.0,1010.0,TR,Psychology Building
1994,PSYC,594,37773,Multivar Anlys in Psych and Ed,0,9,0,2,8,2,0,0,0,0,0,0,0,0,3.43,"Anderson, Carolyn J",600.0,710.0,TR,Education Building
1995,REHB,330,64478,Disability in American Society,14,26,9,10,7,2,0,2,2,0,1,1,2,0,3.44,"Rice, Laura A",1470.0,830.0,TR,Lincoln Hall
1996,REHB,435,37850,Work and Disability,1,26,3,0,1,0,1,1,0,0,0,0,0,0,3.83,"Eagle, Daniel R",900.0,1010.0,M,Gregory Hall
1997,RHET,233,33457,Adv Rhetoric & Composition,0,8,8,2,3,0,0,0,0,0,0,0,0,0,3.67,"Ricketts, Scott",840.0,915.0,TR,Henry Administration Bldg
1998,RLST,109,37858,Religion & Society in West II,26,36,13,4,0,1,0,4,1,0,0,0,4,0,3.61,"Rosenstock, Bruce",660.0,1460.0,TR,Noyes Laboratory
1999,RLST,110,37863,World Religions,0,7,4,3,4,1,0,2,2,0,0,0,1,0,3.11,"Nielsen, Cameron C",600.0,650.0,F,Foreign Languages Building
2000,RLST,110,37864,World Religions,1,12,6,4,1,1,2,0,0,0,0,0,0,0,3.62,"Jones, Hannah Gene K",660.0,710.0,F,G Foreign Languages Building
2001,RLST,110,37865,World Religions,2,6,6,3,4,1,2,1,0,0,0,0,1,0,3.28,"Averkamp, Courtney A",1440.0,1490.0,F,G Foreign Languages Building
2002,RLST,110,37866,World Religions,1,7,5,2,4,1,1,1,0,0,0,0,0,0,3.46,"Averkamp, Courtney A",780.0,830.0,F,Foreign Languages Building
2003,RLST,110,37869,World Religions,1,5,8,6,4,1,1,0,0,0,0,0,0,0,3.47,"Harris, David I",660.0,710.0,F,Gregory Hall
2004,RLST,110,37870,World Religions,0,6,7,7,1,1,1,0,0,0,0,0,0,0,3.52,"Harris, David I",1440.0,1490.0,F,Gregory Hall
2005,RLST,110,37871,World Religions,0,4,4,3,5,6,1,0,0,0,1,0,1,0,3.0,"Nielsen, Cameron C",780.0,830.0,F,Gregory Hall
2006,RLST,110,37933,World Religions,1,2,7,4,9,0,3,0,0,0,1,1,0,0,3.1,"Reinke, Joshua M",600.0,650.0,R,Lincoln Hall
2007,RLST,110,39143,World Religions,1,1,4,8,7,2,1,1,0,0,0,0,0,1,3.2,"Nielsen, Cameron C",660.0,710.0,R,Gregory Hall
2008,RLST,110,39146,World Religions,0,5,6,7,4,1,1,0,0,0,0,0,0,0,3.43,"Yoon, Soo-Yeon",1440.0,1490.0,R,Gregory Hall
2009,RLST,110,39148,World Religions,0,7,6,5,6,0,2,1,0,0,0,0,0,0,3.38,"Yoon, Soo-Yeon",780.0,830.0,R,Gregory Hall
2010,RLST,110,51723,World Religions,1,7,8,7,2,1,1,0,0,0,0,0,0,0,3.54,"Averkamp, Courtney A",660.0,710.0,F,Davenport Hall
2011,RLST,110,53444,World Religions,0,0,6,8,7,0,1,2,1,0,1,0,0,0,3.03,"Reinke, Joshua M",660.0,710.0,R,Foreign Languages Building
2012,RLST,120,38001,A History of Judaism,2,3,5,3,5,1,3,0,1,0,0,0,1,0,3.11,"Rosenstock, Bruce",660.0,710.0,MW,English Building
2013,RLST,132,38003,Zen,2,7,6,6,5,0,0,0,0,0,0,0,0,0,3.58,"Mayer, Alexander L",840.0,1010.0,F,Gregory Hall
2014,RLST,208,62281,Cultures & Lits of South Asia,0,26,0,0,1,0,0,0,0,0,1,0,0,0,3.86,"Mehta, Rini B",660.0,1460.0,TR,N Turner Hall
2015,RLST,286,38616,Introduction to Hinduism,0,2,1,6,7,0,1,0,1,2,0,0,1,1,2.82,"Birkenholtz, Jessica V",570.0,650.0,TR,G Foreign Languages Building
2016,RLST,287,43691,Introduction to Buddhism,1,5,5,3,4,0,1,3,1,0,0,0,0,0,3.23,"Callahan, Christopher T",1470.0,830.0,TR,G Foreign Languages Building
2017,RST,100,43096,RST in Modern Society,13,27,29,17,23,13,6,9,3,0,2,2,4,1,3.16,"Shinew, Kimberly J",1470.0,830.0,TR,Gregory Hall
2018,RST,120,43101,Foundations of Recreation,1,10,9,7,4,2,1,2,2,0,0,0,0,1,3.35,"Lizzo, Robin D",780.0,830.0,MW,Huff Hall
2019,RST,130,43102,Foundations of Sport Mgt,0,16,30,7,30,11,4,3,2,1,2,1,5,1,3.03,"Raycraft, Michael",570.0,650.0,TR,Huff Hall
2020,RST,199,65686,Management in RST,6,13,5,3,2,0,0,0,0,0,0,0,2,0,3.56,"Browning, Matthew",540.0,590.0,MW,Huff Hall
2025,RST,200,43109,Leadership in RST,0,44,0,0,6,0,0,1,0,0,0,0,0,0,3.84,"Hardin, Donald R",900.0,1000.0,MW,Armory
2026,RST,200,43110,Leadership in RST,0,25,0,0,15,0,0,2,0,0,1,0,2,0,3.33,"Hardin, Donald R",900.0,1000.0,MW,Armory
2027,RST,230,43112,Diversity in RST,0,7,7,5,26,10,8,20,0,1,0,2,2,0,2.69,"Stodolska, Monika",1470.0,830.0,TR,Education Building
2030,RST,255,43105,Ethical Issues in RST,0,26,0,0,22,0,0,5,0,0,1,0,0,1,3.35,"Hardin, Donald R",840.0,940.0,TR,Huff Hall
2031,RST,255,43106,Ethical Issues in RST,0,18,0,0,14,0,0,7,0,0,1,0,0,0,3.23,"Hardin, Donald R",840.0,940.0,TR,Huff Hall
2032,RST,300,43113,Leisure Programming,0,30,0,0,26,0,0,7,0,0,3,0,3,1,3.12,"Wachter, Cynthia J",660.0,1460.0,TR,Burrill Hall
2033,RST,316,43114,Leisure and Human Development,5,3,3,4,1,3,5,2,1,0,0,0,6,0,2.57,"Morris, Lynn B",480.0,530.0,MW,Huff Hall
2034,RST,320,43115,Leisure Services Marketing,15,25,9,3,8,1,0,0,0,0,0,0,2,0,3.65,"Huang, Zhuowei",1470.0,830.0,TR,Burrill Hall
2035,RST,330,43116,Leisure and Consumer Culture,6,2,14,4,15,12,3,3,2,1,1,0,7,0,2.75,"Williams, Douglas A",570.0,650.0,TR,Huff Hall
2036,RST,340,43127,Facility Management in RST,11,6,4,7,2,1,1,0,0,0,0,0,0,0,3.66,"Browning, Lara",930.0,1010.0,TR,Armory
2037,RST,351,43117,Cultural Aspects of Tourism,2,6,2,2,5,4,1,0,0,0,0,0,1,0,3.22,"da Costa Cardos, Nuno F",1470.0,830.0,TR,Huff Hall
2038,RST,354,43118,Legal Aspects of Sport,3,6,1,1,7,4,3,7,0,0,0,0,0,0,2.99,"Liechty, Toni",1080.0,1230.0,W,Huff Hall
2039,RST,370,43119,Research Methods & Analysis,5,2,7,3,3,5,2,0,0,0,0,0,2,0,3.13,"Berdychevsky Ku, Yelyzave",840.0,920.0,TR,Krannert Art Museum
2040,RST,410,43120,Administration of Leisure Serv,10,11,5,5,7,4,2,1,3,0,1,2,2,0,3.11,"Wachter, Cynthia J",600.0,650.0,MW,Huff Hall
2041,RST,420,43122,HR Management in RST,2,5,8,5,9,5,4,1,0,2,1,2,2,0,2.84,"Lizzo, Robin D",540.0,590.0,MW,Armory
2042,RST,429,43123,Contemporary Issues in RST,4,12,7,4,8,3,1,0,1,1,0,3,1,0,3.16,"Shinew, Kimberly J",780.0,880.0,MW,Armory
2043,RST,480,43124,Orientation to Practicum,7,9,3,3,7,2,5,3,2,2,2,1,5,0,2.7,"Lizzo, Robin D",1440.0,1490.0,F,Huff Hall
2044,RUSS,225,34107,Russian Lit and Revolution,0,8,2,4,2,2,2,0,0,1,0,0,2,0,3.04,"Finke, Michael C",1470.0,830.0,TR,Wohlers Hall
2045,SCAN,215,47986,"Madness, Myth, and Murder",0,4,4,0,6,1,4,0,0,0,0,0,3,0,2.76,"Malekin, Bjorn",840.0,920.0,MW,G Foreign Languages Building
2046,SCAN,252,58486,Viking Sagas in Translation,1,12,5,0,0,2,1,1,0,0,0,0,1,0,3.48,"Hoefig, Verena J",540.0,590.0,MW,David Kinley Hall
2053,SHS,121,53282,American Sign Language I,0,14,3,1,3,0,0,0,0,0,0,0,0,0,3.78,"Dramin Weiss, Susan M",810.0,920.0,MW,Speech & Hearing Science Bldg
2054,SHS,121,53284,American Sign Language I,1,11,5,2,3,0,0,0,0,0,0,0,0,0,3.73,"Dramin Weiss, Susan M",930.0,1040.0,MW,Speech & Hearing Science Bldg
2055,SHS,121,53285,American Sign Language I,0,5,3,1,4,1,0,4,1,0,2,0,2,0,2.64,"Dramin Weiss, Susan M",480.0,590.0,TR,Speech & Hearing Science Bldg
2056,SHS,121,53847,American Sign Language I,0,3,3,5,5,2,1,1,1,0,0,0,0,0,3.14,"Haring, Donald L",810.0,920.0,WF,Lincoln Hall
2057,SHS,170,37177,Intro Hum Comm Sys & Disorders,7,11,10,15,16,10,1,0,2,1,2,0,0,0,3.23,"Gooler, David M",840.0,920.0,TR,Architecture Building
2058,SHS,200,37310,General Phonetics,0,42,0,0,58,0,0,13,0,0,4,0,1,0,3.15,"Rispoli, Matthew",600.0,650.0,MW,Chemistry Annex
2059,SHS,221,58002,American Sign Language II,0,4,3,3,7,0,2,2,0,1,0,0,0,0,3.09,"Haring, Donald L",600.0,710.0,TR,Speech & Hearing Science Bldg
2060,SHS,221,48077,American Sign Language II,0,4,3,2,9,2,0,2,1,0,0,0,0,0,3.12,"Haring, Donald L",870.0,980.0,TR,Speech & Hearing Science Bldg
2061,SHS,221,51117,American Sign Language II,0,3,4,1,11,1,1,1,1,0,0,0,0,0,3.12,"Haring, Donald L",600.0,710.0,WF,Speech & Hearing Science Bldg
2062,SHS,222,62206,Lang&Culture Deaf Communities,12,7,4,3,3,0,0,0,0,0,0,0,0,1,3.78,"Davies Brenier, Laura",930.0,980.0,R,Speech & Hearing Science Bldg
2063,SHS,222,62209,Lang&Culture Deaf Communities,16,9,2,1,0,0,0,0,0,0,0,0,0,0,3.95,"Davies Brenier, Laura",900.0,950.0,W,Speech & Hearing Science Bldg
2064,SHS,222,62210,Lang&Culture Deaf Communities,12,10,3,1,2,0,1,0,0,0,0,0,0,0,3.82,"Davies Brenier, Laura",960.0,1010.0,W,Speech & Hearing Science Bldg
2065,SHS,222,62211,Lang&Culture Deaf Communities,10,10,3,1,3,0,0,1,0,0,0,0,0,0,3.76,"Lowrie, Lauren N",540.0,590.0,F,Speech & Hearing Science Bldg
2066,SHS,222,62213,Lang&Culture Deaf Communities,4,11,5,4,1,2,2,0,0,0,0,0,1,0,3.49,"Lowrie, Lauren N",660.0,710.0,F,Speech & Hearing Science Bldg
2067,SHS,222,62215,Lang&Culture Deaf Communities,5,11,4,6,1,1,0,0,0,0,0,0,0,0,3.73,"Lowrie, Lauren N",900.0,950.0,F,Speech & Hearing Science Bldg
2068,SHS,240,40267,Intro Sound & Hearing Science,7,15,21,13,13,11,7,4,3,2,1,0,1,1,3.16,"Gooler, David M",570.0,650.0,TR,Krannert Art Museum
2069,SHS,301,37321,General Speech Science,13,10,24,9,11,8,4,1,1,2,0,0,0,0,3.37,"Loucks, Torrey M",840.0,920.0,TR,Huff Hall
2070,SHS,321,55445,American Sign Language III,1,9,1,2,4,3,2,0,0,0,0,1,0,0,3.29,"Dramin Weiss, Susan M",480.0,590.0,MW,Speech & Hearing Science Bldg
2071,SHS,321,55442,American Sign Language III,0,10,2,0,4,4,3,1,0,0,0,1,0,0,3.19,"Dramin Weiss, Susan M",600.0,710.0,MW,Lincoln Hall
2072,SHS,321,60682,American Sign Language III,0,2,3,1,6,6,1,2,1,1,0,0,1,0,2.74,"Haring, Donald L",1470.0,860.0,TR,Speech & Hearing Science Bldg
2073,SHS,352,53352,Hearing Health and Society,31,8,7,3,2,0,0,0,1,1,0,0,0,0,3.79,"Gooler, David M",930.0,1010.0,TR,Armory
2074,SHS,375,53347,Comm Partners & Health,11,3,2,2,0,2,2,1,0,0,0,0,0,0,3.57,"Cetin, Patricia D",1020.0,1070.0,T,Speech & Hearing Science Bldg
2075,SHS,375,55409,Comm Partners & Health,21,4,1,0,0,0,1,0,0,0,0,0,1,0,3.79,"Cetin, Patricia D",1080.0,1130.0,T,Davenport Hall
2076,SHS,380,63610,Comm Competence and Disorders,6,23,16,8,18,7,1,2,1,0,0,0,0,0,3.44,"Channell, Marie M",660.0,1460.0,TR,Gregory Hall
2077,SHS,383,65009,Neuroplasticity& Communication,8,27,6,3,3,0,0,0,0,0,0,0,0,0,3.85,"Hengst, Julie A",900.0,980.0,MW,Lincoln Hall
2078,SHS,385,66099,Evidence-Based Practice in CSD,1,9,22,22,11,6,2,0,0,0,0,0,0,0,3.39,"Hahn, Laura J",1020.0,1100.0,MW,Gregory Hall
2079,SHS,430,54624,Devel & Disorders Phonol Artic,6,12,5,3,0,0,0,0,0,0,0,0,0,0,3.86,"Johnson, Cynthia J",1470.0,830.0,TR,Speech & Hearing Science Bldg
2080,SHS,473,54625,Augmentative & Alt Comm,0,70,9,7,7,1,0,2,0,0,0,0,0,0,3.8,"Hengst, Julie A",1050.0,1220.0,R,Huff Hall
2081,SHS,513,37411,Asst & Mgmt of Dysphagia,6,13,2,1,0,0,0,0,0,0,0,0,0,0,3.94,"Sherrill, Martha H",570.0,650.0,TR,Speech & Hearing Science Bldg
2082,SHS,571,51029,Clinical Sociolinguistics,0,25,0,0,1,0,0,0,0,0,0,0,0,0,3.96,"DeThorne, Laura S",900.0,1070.0,MW,Speech & Hearing Science Bldg
2083,SHS,577,65924,Orofacial Anomalies,8,10,5,0,4,0,0,0,0,0,0,0,0,0,3.79,"Kirk, Karen",480.0,840.0,S,Speech & Hearing Science Bldg
2084,SLCL,200,63593,The Human Experience,12,5,5,1,1,0,0,0,0,0,0,0,0,0,3.86,"Pintar, Judith A",570.0,650.0,TR,Siebel Center for Comp Sci
2085,SOC,100,34272,Introduction to Sociology,0,5,6,3,5,2,2,4,0,0,0,0,0,0,3.15,"Bin Khidzer, Mohammad Kha",660.0,710.0,W,Lincoln Hall
2086,SOC,100,34276,Introduction to Sociology,3,6,3,5,3,2,0,4,0,0,1,0,0,0,3.22,"Gifford, Heather M",600.0,650.0,W,Davenport Hall
2087,SOC,100,34278,Introduction to Sociology,1,3,5,4,5,2,2,1,1,0,0,0,2,0,2.94,"Bin Khidzer, Mohammad Kha",660.0,710.0,M,Davenport Hall
2088,SOC,100,34280,Introduction to Sociology,0,6,4,2,7,1,3,0,1,0,0,0,0,1,3.24,"Brooks, Jay",660.0,710.0,F,Davenport Hall
2089,SOC,100,34287,Introduction to Sociology,1,9,4,3,4,1,1,0,0,0,0,0,1,0,3.4,"Teimourigerdeh, Amirhosse",1440.0,1490.0,M,Lincoln Hall
2090,SOC,100,34288,Introduction to Sociology,0,6,3,2,7,3,2,3,1,0,0,0,0,0,3.07,"Brooks, Jay",1440.0,1490.0,F,G Foreign Languages Building
2091,SOC,100,34291,Introduction to Sociology,1,5,6,2,9,3,0,1,2,0,0,0,0,0,3.21,"Teimourigerdeh, Amirhosse",780.0,830.0,M,Davenport Hall
2092,SOC,100,34292,Introduction to Sociology,0,6,7,3,4,1,2,2,0,0,0,0,0,0,3.32,"Peach, Matthew",840.0,890.0,T,Education Building
2093,SOC,100,34294,Introduction to Sociology,0,7,7,3,3,1,0,0,0,0,1,0,1,0,3.32,"Teimourigerdeh, Amirhosse",840.0,890.0,M,Davenport Hall
2094,SOC,100,34296,Introduction to Sociology,0,5,12,3,4,1,0,2,0,0,0,0,0,0,3.43,"Peach, Matthew",900.0,950.0,T,Davenport Hall
2095,SOC,100,34305,Introduction to Sociology,3,2,10,5,4,4,0,0,0,0,0,0,0,0,3.43,"Brooks, Jay",780.0,830.0,F,G Foreign Languages Building
2096,SOC,100,34307,Introduction to Sociology,0,7,4,5,6,2,1,2,0,0,0,0,0,0,3.3,"Gifford, Heather M",780.0,830.0,W,Foreign Languages Building
2097,SOC,100,44367,Introduction to Sociology,1,4,7,4,1,1,2,1,0,0,0,0,0,0,3.4,"Fieseler, Carlie M",600.0,650.0,R,Illini Hall
2098,SOC,100,44365,Introduction to Sociology,2,12,3,3,4,0,1,0,1,0,1,0,0,0,3.48,"Peach, Matthew",660.0,710.0,R,G Foreign Languages Building
2100,SOC,101,64286,Sociology of Gender,0,5,12,7,14,6,3,8,6,2,5,3,4,1,2.51,"Baker, Phyllis L",780.0,830.0,MW,Lincoln Hall
2101,SOC,160,59425,Global Ineq and Social Change,4,23,4,6,6,4,1,2,1,1,2,0,2,1,3.26,"Holtzclaw-Stone, Heather",660.0,710.0,MW,Lincoln Hall
2102,SOC,163,65458,Social Problems,0,11,7,4,6,0,0,1,2,1,1,1,0,0,3.22,"Van Heuvelen, Thomas A",660.0,1460.0,TR,Armory
2103,SOC,200,34357,Intro to Sociological Theory,5,16,3,3,7,3,1,1,0,0,0,1,0,0,3.48,"VanHeuvelen, Jane",600.0,650.0,MW,Armory
2104,SOC,274,38967,Intro to Medical Sociology,3,14,12,6,3,0,2,1,0,1,0,0,2,0,3.39,"VanHeuvelen, Jane",780.0,830.0,MW,Armory
2105,SOC,275,65459,Criminology,0,13,23,7,10,4,4,6,2,0,0,0,0,0,3.26,"Marshall, Anna-Maria",1440.0,1490.0,MW,Lincoln Hall
2107,SOC,364,34384,Impacts of Globalization,0,10,13,7,3,6,2,4,3,0,2,0,4,0,2.88,"Dill, Brian J",660.0,1460.0,TR,Henry Administration Bldg
2108,SOC,373,46861,Social Stratification,0,11,5,1,3,1,2,1,0,0,2,0,0,0,3.31,"Sandefur, Rebecca L",570.0,650.0,TR,Lincoln Hall
2109,SOC,380,34390,Social Research Methods,0,12,3,1,1,1,1,2,0,0,1,0,1,0,3.28,"Van Heuvelen, Thomas A",660.0,710.0,F,Illini Hall
2110,SOC,396,58846,Criminal Justice Systems,0,10,14,3,4,2,3,6,0,0,0,0,0,0,3.28,"Marshall, Anna-Maria",840.0,890.0,MW,Lincoln Hall
2111,SOC,396,65443,Sexuality and Society,8,7,2,6,4,4,0,0,3,0,1,1,0,0,3.24,"Moussawi, Ghassan",1470.0,830.0,TR,Lincoln Hall
2112,SOC,480,34435,Methods of Field Research,0,4,6,5,7,1,1,2,1,1,0,1,3,0,2.76,"Cragoe, Nicholas G",660.0,1460.0,TR,Lincoln Hall
2113,SOCW,200,32827,Introduction to Social Work,1,6,9,9,8,2,3,2,2,1,2,0,0,0,3.07,"Earls Larrison, Tara",570.0,645.0,TR,W Nevada
2114,SOCW,200,32828,Introduction to Social Work,0,5,3,13,12,3,4,0,1,1,0,0,3,0,2.9,"Earls Larrison, Tara",1470.0,825.0,TR,W Nevada
2115,SOCW,240,63536,Death & Dying,0,16,1,2,4,2,1,1,0,0,0,0,1,0,3.43,"Manselle, Tonya L",660.0,1455.0,MW,Davenport Hall
2116,SOCW,297,62095,Asian Families in America,11,17,2,1,4,0,0,1,0,0,0,0,0,0,3.8,"Balgopal, Anita A",930.0,1005.0,MW,Bevier Hall
2117,SOCW,300,58396,Diversity: Identities & Issues,0,36,4,7,5,1,0,1,1,0,0,0,2,1,3.57,"Carter-Black, Janet D",660.0,1455.0,TR,W Nevada
2118,SOCW,300,52693,Diversity: Identities & Issues,0,35,7,5,4,0,5,2,0,0,1,0,0,0,3.58,"Carter-Black, Janet D",840.0,915.0,TR,W Nevada
2119,SOCW,321,57394,Social Entre & Social Change,3,15,7,2,0,1,0,0,0,0,0,0,0,0,3.82,"Mauck, Carol W",1470.0,825.0,MW,Armory
2120,SOCW,321,65409,Social Entre & Social Change,3,13,6,4,1,0,1,0,0,0,0,0,0,0,3.74,"Mauck, Carol W",840.0,915.0,MW,Armory
2122,SOCW,380,57419,Social Work & Dis Studies,2,14,4,1,4,0,1,0,0,0,4,0,0,0,3.34,"Wilson Smith, Carol J",780.0,855.0,MW,W Nevada
2123,SOCW,402,55522,Practice II,12,5,2,1,1,0,0,0,0,0,0,0,0,0,3.89,"Cintron, Valerie",660.0,1455.0,TR,W Nevada
2124,SOCW,410,58706,Social Welfare Pol and Svcs,0,17,0,0,8,0,0,2,0,0,1,0,0,0,3.46,"Wegmann, Kate M",930.0,1005.0,TR,W Nevada
2125,SOCW,410,66054,Social Welfare Pol and Svcs,3,10,7,2,0,0,0,1,2,0,0,1,0,0,3.48,"Keenan, Kimberly A",660.0,1455.0,TR,W Nevada
2126,SOCW,420,32835,Subst Use in Social Context,3,11,6,2,4,0,0,0,0,0,0,0,0,0,3.72,"Bennett, Kyle M",1470.0,825.0,TR,W Nevada
2127,SOCW,427,32836,Social Work Research Methods,7,8,5,0,3,1,0,0,0,0,0,0,0,0,3.75,"Lavizzo, Mia",660.0,1455.0,MW,W Nevada
2128,SOCW,451,32837,HBSE I: Human Development,10,8,1,2,1,0,1,2,0,0,1,0,0,0,3.56,"Cintron, Valerie",930.0,1005.0,MW,W Nevada
2129,SOCW,451,55701,HBSE I: Human Development,11,10,0,1,0,0,1,0,0,0,0,0,1,0,3.74,"Lavizzo, Mia",840.0,915.0,TR,W Nevada
2130,SOCW,455,63539,Social Work with Women,10,8,1,1,2,0,0,0,0,0,0,0,0,0,3.86,"Kingery, Linda S",660.0,1455.0,MW,W Nevada
